+----------------------------------+---------------------------------------------------------+------------------------------+------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Mod name                         | Registry name                                           | Display name                 | Max Damage | Tags                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Tool's Complement                | tools_complement:constantan_knife                       | Constantan Knife             | 250        | forge:tools/constantan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Tool's Complement                | tools_complement:constantan_leggings                    | Constantan Leggings          | 120        | forge:armor/constantan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Tool's Complement                | tools_complement:constantan_pickaxe                     | Constantan Pickaxe           | 250        | forge:tools/constantan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Tool's Complement                | tools_complement:constantan_shovel                      | Constantan Shovel            | 250        | forge:tools/constantan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Tool's Complement                | tools_complement:constantan_sickle                      | Constantan Sickle            | 1000       | forge:tools/constantan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Tool's Complement                | tools_complement:constantan_sword                       | Constantan Sword             | 250        | forge:tools/constantan                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Tool's Complement                | tools_complement:copper_axe                             | Copper Axe                   | 160        | forge:tools/copper                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Tool's Complement                | tools_complement:copper_boots                           | Copper Boots                 | 91         | forge:armor/copper                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Tool's Complement                | tools_complement:copper_chestplate                      | Copper Chestplate            | 112        | forge:armor/copper                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Tool's Complement                | tools_complement:copper_excavator                       | Copper Excavator             | 640        | forge:tools/copper                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Tool's Complement                | tools_complement:copper_hammer                          | Copper Hammer                | 640        | forge:tools/copper                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Tool's Complement                | tools_complement:copper_helmet                          | Copper Helmet                | 77         | forge:armor/copper                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Tool's Complement                | tools_complement:copper_hoe                             | Copper Hoe                   | 160        | forge:tools/copper                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Tool's Complement                | tools_complement:copper_knife                           | Copper Knife                 | 160        | forge:tools/copper                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Tool's Complement                | tools_complement:copper_leggings                        | Copper Leggings              | 105        | forge:armor/copper                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Tool's Complement                | tools_complement:copper_pickaxe                         | [REMOVED] Copper Pickaxe     | 160        | forge:tools/copper                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Tool's Complement                | tools_complement:copper_shovel                          | Copper Shovel                | 160        | forge:tools/copper                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Tool's Complement                | tools_complement:copper_sickle                          | Copper Sickle                | 640        | forge:tools/copper                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Tool's Complement                | tools_complement:copper_sword                           | Copper Sword                 | 160        | forge:tools/copper                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Tool's Complement                | tools_complement:diamond_excavator                      | Diamond Excavator            | 6244       | forge:tools/diamond                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| Tool's Complement                | tools_complement:diamond_hammer                         | Diamond Hammer               | 6244       | forge:tools/diamond                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| Tool's Complement                | tools_complement:diamond_knife                          | Diamond Knife                | 1561       | forge:tools/diamond                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| Tool's Complement                | tools_complement:diamond_sickle                         | Diamond Sickle               | 6244       | forge:tools/diamond                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| Tool's Complement                | tools_complement:electrum_axe                           | Electrum Axe                 | 96         | forge:tools/electrum                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Tool's Complement                | tools_complement:electrum_boots                         | Electrum Boots               | 91         | forge:armor/electrum                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Tool's Complement                | tools_complement:electrum_chestplate                    | Electrum Chestplate          | 112        | forge:armor/electrum                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Tool's Complement                | tools_complement:electrum_excavator                     | Electrum Excavator           | 384        | forge:tools/electrum                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Tool's Complement                | tools_complement:electrum_hammer                        | Electrum Hammer              | 384        | forge:tools/electrum                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Tool's Complement                | tools_complement:electrum_helmet                        | Electrum Helmet              | 77         | forge:armor/electrum                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Tool's Complement                | tools_complement:electrum_hoe                           | Electrum Hoe                 | 96         | forge:tools/electrum                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Tool's Complement                | tools_complement:electrum_knife                         | Electrum Knife               | 96         | forge:tools/electrum                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Tool's Complement                | tools_complement:electrum_leggings                      | Electrum Leggings            | 105        | forge:armor/electrum                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Tool's Complement                | tools_complement:electrum_pickaxe                       | Electrum Pickaxe             | 96         | forge:tools/electrum                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Tool's Complement                | tools_complement:electrum_shovel                        | Electrum Shovel              | 96         | forge:tools/electrum                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Tool's Complement                | tools_complement:electrum_sickle                        | Electrum Sickle              | 384        | forge:tools/electrum                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Tool's Complement                | tools_complement:electrum_sword                         | Electrum Sword               | 96         | forge:tools/electrum                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Tool's Complement                | tools_complement:gold_excavator                         | Gold Excavator               | 128        | forge:tools/gold                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| Tool's Complement                | tools_complement:gold_hammer                            | Gold Hammer                  | 128        | forge:tools/gold                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| Tool's Complement                | tools_complement:gold_knife                             | Gold Knife                   | 32         | forge:tools/gold                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| Tool's Complement                | tools_complement:gold_sickle                            | Gold Sickle                  | 128        | forge:tools/gold                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| Tool's Complement                | tools_complement:invar_axe                              | Invar Axe                    | 300        | forge:tools/invar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Tool's Complement                | tools_complement:invar_boots                            | Invar Boots                  | 195        | forge:armor/invar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Tool's Complement                | tools_complement:invar_chestplate                       | Invar Chestplate             | 240        | forge:armor/invar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Tool's Complement                | tools_complement:invar_excavator                        | Invar Excavator              | 1200       | forge:tools/invar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Tool's Complement                | tools_complement:invar_hammer                           | Invar Hammer                 | 1200       | forge:tools/invar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Tool's Complement                | tools_complement:invar_helmet                           | Invar Helmet                 | 165        | forge:armor/invar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Tool's Complement                | tools_complement:invar_hoe                              | Invar Hoe                    | 300        | forge:tools/invar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Tool's Complement                | tools_complement:invar_knife                            | Invar Knife                  | 300        | forge:tools/invar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Tool's Complement                | tools_complement:invar_leggings                         | Invar Leggings               | 225        | forge:armor/invar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Tool's Complement                | tools_complement:invar_pickaxe                          | Invar Pickaxe                | 300        | forge:tools/invar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Tool's Complement                | tools_complement:invar_shovel                           | Invar Shovel                 | 300        | forge:tools/invar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Tool's Complement                | tools_complement:invar_sickle                           | Invar Sickle                 | 1200       | forge:tools/invar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Tool's Complement                | tools_complement:invar_sword                            | Invar Sword                  | 300        | forge:tools/invar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| Tool's Complement                | tools_complement:iron_excavator                         | Iron Excavator               | 1000       | forge:tools/iron                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| Tool's Complement                | tools_complement:iron_hammer                            | Iron Hammer                  | 1000       | forge:tools/iron                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| Tool's Complement                | tools_complement:iron_knife                             | Iron Knife                   | 250        | forge:tools/iron                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| Tool's Complement                | tools_complement:iron_sickle                            | Iron Sickle                  | 1000       | forge:tools/iron                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| Tool's Complement                | tools_complement:lead_axe                               | Lead Axe                     | 32         | forge:tools/lead                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| Tool's Complement                | tools_complement:lead_boots                             | Lead Boots                   | 156        | forge:armor/lead                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| Tool's Complement                | tools_complement:lead_chestplate                        | Lead Chestplate              | 192        | forge:armor/lead                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| Tool's Complement                | tools_complement:lead_excavator                         | Lead Excavator               | 128        | forge:tools/lead                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| Tool's Complement                | tools_complement:lead_hammer                            | Lead Hammer                  | 128        | forge:tools/lead                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
