"Registry name","Map color (hex)","Map color (int)"
"supplementaries:tconstruct/hanging_sign_skyroot","#8F7748","9402184"
"supplementaries:thermal/hanging_sign_rubberwood","#8F7748","9402184"
"supplementaries:timber_brace","#8F7748","9402184"
"supplementaries:timber_cross_brace","#8F7748","9402184"
"supplementaries:timber_frame","#8F7748","9402184"
"supplementaries:trapped_present","#8F7748","9402184"
"supplementaries:trapped_present_black","#191919","1644825"
"supplementaries:trapped_present_blue","#334CB2","3361970"
"supplementaries:trapped_present_brown","#664C33","6704179"
"supplementaries:trapped_present_cyan","#4C7F99","5013401"
"supplementaries:trapped_present_gray","#4C4C4C","5000268"
"supplementaries:trapped_present_green","#667F33","6717235"
"supplementaries:trapped_present_light_blue","#6699D8","6724056"
"supplementaries:trapped_present_light_gray","#999999","10066329"
"supplementaries:trapped_present_lime","#7FCC19","8375321"
"supplementaries:trapped_present_magenta","#B24CD8","11685080"
"supplementaries:trapped_present_orange","#D87F33","14188339"
"supplementaries:trapped_present_pink","#F27FA5","15892389"
"supplementaries:trapped_present_purple","#7F3FB2","8339378"
"supplementaries:trapped_present_red","#993333","10040115"
"supplementaries:trapped_present_white","#FFFFFF","16777215"
"supplementaries:trapped_present_yellow","#E5E533","15066419"
"supplementaries:turn_table","#707070","7368816"
"supplementaries:upgrade_aquatic/hanging_sign_driftwood","#8F7748","9402184"
"supplementaries:upgrade_aquatic/hanging_sign_river","#8F7748","9402184"
"supplementaries:urn","#8F7748","9402184"
"supplementaries:wall_lantern","#A7A7A7","10987431"
"supplementaries:wild_flax","#007C00","31744"
"supplementaries:wind_vane","#A7A7A7","10987431"
"tconstruct:amethyst_bronze_block","#7F3FB2","8339378"
"tconstruct:beetroot_soup_fluid","#4040FF","4210943"
"tconstruct:black_clear_stained_glass","#191919","1644825"
"tconstruct:black_clear_stained_glass_pane","#191919","1644825"
"tconstruct:blaze_head","#000000","0"
"tconstruct:blaze_wall_head","#000000","0"
"tconstruct:blazewood","#8E3C2E","9321518"
"tconstruct:blazewood_fence","#8E3C2E","9321518"
"tconstruct:blazewood_slab","#8E3C2E","9321518"
"tconstruct:blazewood_stairs","#8E3C2E","9321518"
"tconstruct:blazing_blood_fluid","#FF0000","16711680"
"tconstruct:blood_cake","#000000","0"
"tconstruct:blood_earth_slime_grass","#993333","10040115"
"tconstruct:blood_ender_slime_grass","#993333","10040115"
"tconstruct:blood_ichor_slime_grass","#993333","10040115"
"tconstruct:blood_sky_slime_grass","#993333","10040115"
"tconstruct:blood_slime_fern","#993333","10040115"
"tconstruct:blood_slime_leaves","#993333","10040115"
"tconstruct:blood_slime_sapling","#993333","10040115"
"tconstruct:blood_slime_tall_grass","#993333","10040115"
"tconstruct:blood_vanilla_slime_grass","#993333","10040115"
"tconstruct:bloodshroom_button","#993333","10040115"
"tconstruct:bloodshroom_door","#993333","10040115"
"tconstruct:bloodshroom_fence","#993333","10040115"
"tconstruct:bloodshroom_fence_gate","#993333","10040115"
"tconstruct:bloodshroom_log","#993333","10040115"
"tconstruct:bloodshroom_planks","#993333","10040115"
"tconstruct:bloodshroom_planks_slab","#993333","10040115"
"tconstruct:bloodshroom_planks_stairs","#993333","10040115"
"tconstruct:bloodshroom_pressure_plate","#993333","10040115"
"tconstruct:bloodshroom_sign","#993333","10040115"
"tconstruct:bloodshroom_trapdoor","#993333","10040115"
"tconstruct:bloodshroom_wall_sign","#993333","10040115"
"tconstruct:bloodshroom_wood","#D87F33","14188339"
"tconstruct:blue_clear_stained_glass","#334CB2","3361970"
"tconstruct:blue_clear_stained_glass_pane","#334CB2","3361970"
"tconstruct:brown_clear_stained_glass","#664C33","6704179"
"tconstruct:brown_clear_stained_glass_pane","#664C33","6704179"
"tconstruct:budding_earth_slime_crystal","#7FCC19","8375321"
"tconstruct:budding_ender_slime_crystal","#7F3FB2","8339378"
"tconstruct:budding_ichor_slime_crystal","#D87F33","14188339"
"tconstruct:budding_sky_slime_crystal","#334CB2","3361970"
"tconstruct:cast_chest","#707070","7368816"
"tconstruct:cave_spider_head","#000000","0"
"tconstruct:cave_spider_wall_head","#000000","0"
"tconstruct:cheese_block","#E5E533","15066419"
"tconstruct:chiseled_scorched_bricks","#4C3223","4993571"
"tconstruct:clear_glass","#000000","0"
"tconstruct:clear_glass_pane","#000000","0"
"tconstruct:clear_tinted_glass","#4C4C4C","5000268"
"tconstruct:cobalt_block","#334CB2","3361970"
"tconstruct:cobalt_ore","#700200","7340544"
"tconstruct:cobalt_platform","#334CB2","3361970"
"tconstruct:copper_platform","#D87F33","14188339"
"tconstruct:crafting_station","#8F7748","9402184"
"tconstruct:cyan_clear_stained_glass","#4C7F99","5013401"
"tconstruct:cyan_clear_stained_glass_pane","#4C7F99","5013401"
"tconstruct:drowned_head","#000000","0"
"tconstruct:drowned_wall_head","#000000","0"
"tconstruct:earth_cake","#000000","0"
"tconstruct:earth_congealed_slime","#7FB238","8368696"
"tconstruct:earth_earth_slime_grass","#7FB238","8368696"
"tconstruct:earth_ender_slime_grass","#7FB238","8368696"
"tconstruct:earth_enderbark_roots","#7FB238","8368696"
"tconstruct:earth_ichor_slime_grass","#7FB238","8368696"
"tconstruct:earth_sky_slime_grass","#7FB238","8368696"
"tconstruct:earth_slime_crystal_block","#7FCC19","8375321"
"tconstruct:earth_slime_crystal_cluster","#7FCC19","8375321"
"tconstruct:earth_slime_dirt","#7FB238","8368696"
"tconstruct:earth_slime_fern","#7FB238","8368696"
"tconstruct:earth_slime_fluid","#4040FF","4210943"
"tconstruct:earth_slime_leaves","#7FB238","8368696"
"tconstruct:earth_slime_sapling","#7FB238","8368696"
"tconstruct:earth_slime_tall_grass","#7FB238","8368696"
"tconstruct:earth_vanilla_slime_grass","#7FB238","8368696"
"tconstruct:ender_cake","#000000","0"
"tconstruct:ender_congealed_slime","#7F3FB2","8339378"
"tconstruct:ender_earth_slime_grass","#7F3FB2","8339378"
"tconstruct:ender_ender_slime_grass","#7F3FB2","8339378"
"tconstruct:ender_enderbark_roots","#7F3FB2","8339378"
"tconstruct:ender_ichor_slime_grass","#7F3FB2","8339378"
"tconstruct:ender_sky_slime_grass","#7F3FB2","8339378"
"tconstruct:ender_slime","#7F3FB2","8339378"
"tconstruct:ender_slime_crystal_block","#7F3FB2","8339378"
"tconstruct:ender_slime_crystal_cluster","#7F3FB2","8339378"
"tconstruct:ender_slime_dirt","#9F5224","10441252"
"tconstruct:ender_slime_fern","#7F3FB2","8339378"
"tconstruct:ender_slime_fluid","#4040FF","4210943"
"tconstruct:ender_slime_leaves","#7F3FB2","8339378"
"tconstruct:ender_slime_sapling","#7F3FB2","8339378"
"tconstruct:ender_slime_tall_grass","#7F3FB2","8339378"
"tconstruct:ender_slime_vine","#7F3FB2","8339378"
"tconstruct:ender_vanilla_slime_grass","#7F3FB2","8339378"
"tconstruct:enderbark_button","#191919","1644825"
"tconstruct:enderbark_door","#191919","1644825"
"tconstruct:enderbark_fence","#191919","1644825"
"tconstruct:enderbark_fence_gate","#191919","1644825"
"tconstruct:enderbark_log","#191919","1644825"
"tconstruct:enderbark_planks","#191919","1644825"
"tconstruct:enderbark_planks_slab","#191919","1644825"
"tconstruct:enderbark_planks_stairs","#191919","1644825"
"tconstruct:enderbark_pressure_plate","#191919","1644825"
"tconstruct:enderbark_roots","#191919","1644825"
"tconstruct:enderbark_sign","#191919","1644825"
"tconstruct:enderbark_trapdoor","#191919","1644825"
"tconstruct:enderbark_wall_sign","#191919","1644825"
"tconstruct:enderbark_wood","#191919","1644825"
"tconstruct:enderman_head","#000000","0"
"tconstruct:enderman_wall_head","#000000","0"
"tconstruct:exposed_copper_platform","#876B62","8874850"
"tconstruct:foundry_controller","#4C3223","4993571"
"tconstruct:glow","#000000","0"
"tconstruct:gold_bars","#000000","0"
"tconstruct:gold_platform","#FAEE4D","16445005"
"tconstruct:gray_clear_stained_glass","#4C4C4C","5000268"
"tconstruct:gray_clear_stained_glass_pane","#4C4C4C","5000268"
"tconstruct:green_clear_stained_glass","#667F33","6717235"
"tconstruct:green_clear_stained_glass_pane","#667F33","6717235"
"tconstruct:greenheart_button","#7FCC19","8375321"
"tconstruct:greenheart_door","#7FCC19","8375321"
"tconstruct:greenheart_fence","#7FCC19","8375321"
"tconstruct:greenheart_fence_gate","#7FCC19","8375321"
"tconstruct:greenheart_log","#7FCC19","8375321"
"tconstruct:greenheart_planks","#7FCC19","8375321"
"tconstruct:greenheart_planks_slab","#7FCC19","8375321"
"tconstruct:greenheart_planks_stairs","#7FCC19","8375321"
"tconstruct:greenheart_pressure_plate","#7FCC19","8375321"
"tconstruct:greenheart_sign","#7FCC19","8375321"
"tconstruct:greenheart_trapdoor","#7FCC19","8375321"
"tconstruct:greenheart_wall_sign","#7FCC19","8375321"
"tconstruct:greenheart_wood","#667F33","6717235"
"tconstruct:grout","#999999","10066329"
"tconstruct:hepatizon_block","#4C3E5C","4996700"
"tconstruct:honey_fluid","#4040FF","4210943"
"tconstruct:husk_head","#000000","0"
"tconstruct:husk_wall_head","#000000","0"
"tconstruct:ichor_cake","#000000","0"
"tconstruct:ichor_congealed_slime","#D87F33","14188339"
"tconstruct:ichor_earth_slime_grass","#D87F33","14188339"
"tconstruct:ichor_ender_slime_grass","#D87F33","14188339"
"tconstruct:ichor_enderbark_roots","#D87F33","14188339"
"tconstruct:ichor_ichor_slime_grass","#D87F33","14188339"
"tconstruct:ichor_sky_slime_grass","#D87F33","14188339"
"tconstruct:ichor_slime","#D87F33","14188339"
"tconstruct:ichor_slime_crystal_block","#D87F33","14188339"
"tconstruct:ichor_slime_crystal_cluster","#D87F33","14188339"
"tconstruct:ichor_slime_dirt","#706C8A","7367818"
"tconstruct:ichor_slime_fern","#D87F33","14188339"
"tconstruct:ichor_slime_leaves","#D87F33","14188339"
"tconstruct:ichor_slime_sapling","#D87F33","14188339"
"tconstruct:ichor_slime_tall_grass","#D87F33","14188339"
"tconstruct:ichor_vanilla_slime_grass","#D87F33","14188339"
"tconstruct:iron_platform","#A7A7A7","10987431"
"tconstruct:knightslime_block","#B24CD8","11685080"
"tconstruct:large_earth_slime_crystal_bud","#7FCC19","8375321"
"tconstruct:large_ender_slime_crystal_bud","#7F3FB2","8339378"
"tconstruct:large_ichor_slime_crystal_bud","#D87F33","14188339"
"tconstruct:large_sky_slime_crystal_bud","#334CB2","3361970"
"tconstruct:light_blue_clear_stained_glass","#6699D8","6724056"
"tconstruct:light_blue_clear_stained_glass_pane","#6699D8","6724056"
"tconstruct:light_gray_clear_stained_glass","#999999","10066329"
"tconstruct:light_gray_clear_stained_glass_pane","#999999","10066329"
"tconstruct:lime_clear_stained_glass","#7FCC19","8375321"
"tconstruct:lime_clear_stained_glass_pane","#7FCC19","8375321"
"tconstruct:liquid_soul_fluid","#FF0000","16711680"
"tconstruct:magenta_clear_stained_glass","#B24CD8","11685080"
"tconstruct:magenta_clear_stained_glass_pane","#B24CD8","11685080"
"tconstruct:magma_cake","#000000","0"
"tconstruct:magma_fluid","#FF0000","16711680"
"tconstruct:manyullyn_block","#7F3FB2","8339378"
"tconstruct:meat_soup_fluid","#4040FF","4210943"
"tconstruct:medium_earth_slime_crystal_bud","#7FCC19","8375321"
"tconstruct:medium_ender_slime_crystal_bud","#7F3FB2","8339378"
"tconstruct:medium_ichor_slime_crystal_bud","#D87F33","14188339"
"tconstruct:medium_sky_slime_crystal_bud","#334CB2","3361970"
"tconstruct:modifier_worktable","#707070","7368816"
"tconstruct:molten_aluminum_fluid","#FF0000","16711680"
"tconstruct:molten_amethyst_bronze_fluid","#FF0000","16711680"
"tconstruct:molten_amethyst_fluid","#FF0000","16711680"
"tconstruct:molten_brass_fluid","#FF0000","16711680"
"tconstruct:molten_bronze_fluid","#FF0000","16711680"
"tconstruct:molten_clay_fluid","#FF0000","16711680"
"tconstruct:molten_cobalt_fluid","#FF0000","16711680"
"tconstruct:molten_constantan_fluid","#FF0000","16711680"
"tconstruct:molten_copper_fluid","#FF0000","16711680"
"tconstruct:molten_debris_fluid","#FF0000","16711680"
"tconstruct:molten_diamond_fluid","#FF0000","16711680"
"tconstruct:molten_electrum_fluid","#FF0000","16711680"
"tconstruct:molten_emerald_fluid","#FF0000","16711680"
"tconstruct:molten_ender_fluid","#FF0000","16711680"
"tconstruct:molten_enderium_fluid","#FF0000","16711680"
"tconstruct:molten_glass_fluid","#FF0000","16711680"
"tconstruct:molten_gold_fluid","#FF0000","16711680"
"tconstruct:molten_hepatizon_fluid","#FF0000","16711680"
"tconstruct:molten_invar_fluid","#FF0000","16711680"
"tconstruct:molten_iron_fluid","#FF0000","16711680"
"tconstruct:molten_knightslime_fluid","#FF0000","16711680"
"tconstruct:molten_lead_fluid","#FF0000","16711680"
"tconstruct:molten_lumium_fluid","#FF0000","16711680"
"tconstruct:molten_manyullyn_fluid","#FF0000","16711680"
"tconstruct:molten_netherite_fluid","#FF0000","16711680"
"tconstruct:molten_nickel_fluid","#FF0000","16711680"
"tconstruct:molten_obsidian_fluid","#FF0000","16711680"
"tconstruct:molten_osmium_fluid","#FF0000","16711680"
"tconstruct:molten_pewter_fluid","#FF0000","16711680"
"tconstruct:molten_pig_iron_fluid","#FF0000","16711680"
"tconstruct:molten_platinum_fluid","#FF0000","16711680"
"tconstruct:molten_porcelain_fluid","#FF0000","16711680"
"tconstruct:molten_quartz_fluid","#FF0000","16711680"
"tconstruct:molten_queens_slime_fluid","#FF0000","16711680"
"tconstruct:molten_refined_glowstone_fluid","#FF0000","16711680"
"tconstruct:molten_refined_obsidian_fluid","#FF0000","16711680"
"tconstruct:molten_rose_gold_fluid","#FF0000","16711680"
"tconstruct:molten_signalum_fluid","#FF0000","16711680"
"tconstruct:molten_silver_fluid","#FF0000","16711680"
"tconstruct:molten_slimesteel_fluid","#FF0000","16711680"
"tconstruct:molten_soulsteel_fluid","#FF0000","16711680"
"tconstruct:molten_steel_fluid","#FF0000","16711680"
"tconstruct:molten_tin_fluid","#FF0000","16711680"
"tconstruct:molten_tungsten_fluid","#FF0000","16711680"
"tconstruct:molten_uranium_fluid","#FF0000","16711680"
"tconstruct:molten_zinc_fluid","#FF0000","16711680"
"tconstruct:mushroom_stew_fluid","#4040FF","4210943"
"tconstruct:nahuatl","#815631","8476209"
"tconstruct:nahuatl_fence","#815631","8476209"
"tconstruct:nahuatl_slab","#815631","8476209"
"tconstruct:nahuatl_stairs","#815631","8476209"
"tconstruct:nether_grout","#F7E9A3","16247203"
"tconstruct:obsidian_pane","#815631","8476209"
"tconstruct:orange_clear_stained_glass","#D87F33","14188339"
"tconstruct:orange_clear_stained_glass_pane","#D87F33","14188339"
"tconstruct:oxidized_copper_platform","#167E86","1474182"
"tconstruct:part_builder","#8F7748","9402184"
"tconstruct:part_chest","#8F7748","9402184"
"tconstruct:pig_iron_block","#F27FA5","15892389"
"tconstruct:piglin_brute_head","#000000","0"
"tconstruct:piglin_brute_wall_head","#000000","0"
"tconstruct:piglin_head","#000000","0"
"tconstruct:piglin_wall_head","#000000","0"
"tconstruct:pink_clear_stained_glass","#F27FA5","15892389"
"tconstruct:pink_clear_stained_glass_pane","#F27FA5","15892389"
"tconstruct:polished_scorched_stone","#4C3223","4993571"
"tconstruct:potted_blood_slime_fern","#000000","0"
"tconstruct:potted_blood_slime_sapling","#000000","0"
"tconstruct:potted_earth_slime_fern","#000000","0"
"tconstruct:potted_earth_slime_sapling","#000000","0"
"tconstruct:potted_ender_slime_fern","#000000","0"
"tconstruct:potted_ender_slime_sapling","#000000","0"
"tconstruct:potted_ichor_slime_fern","#000000","0"
"tconstruct:potted_ichor_slime_sapling","#000000","0"
"tconstruct:potted_sky_slime_fern","#000000","0"
"tconstruct:potted_sky_slime_sapling","#000000","0"
"tconstruct:punji","#007C00","31744"
"tconstruct:purple_clear_stained_glass","#7F3FB2","8339378"
"tconstruct:purple_clear_stained_glass_pane","#7F3FB2","8339378"
"tconstruct:queens_slime_block","#667F33","6717235"
"tconstruct:rabbit_stew_fluid","#4040FF","4210943"
"tconstruct:raw_cobalt_block","#334CB2","3361970"
"tconstruct:red_clear_stained_glass","#993333","10040115"
"tconstruct:red_clear_stained_glass_pane","#993333","10040115"
"tconstruct:rose_gold_block","#D1B1A1","13742497"
"tconstruct:scorched_alloyer","#4C3223","4993571"
"tconstruct:scorched_anvil","#A7A7A7","10987431"
"tconstruct:scorched_basin","#4C3223","4993571"
"tconstruct:scorched_bricks","#4C3223","4993571"
"tconstruct:scorched_bricks_fence","#4C3223","4993571"
"tconstruct:scorched_bricks_slab","#4C3223","4993571"
"tconstruct:scorched_bricks_stairs","#4C3223","4993571"
"tconstruct:scorched_channel","#4C3223","4993571"
"tconstruct:scorched_chute","#4C3223","4993571"
"tconstruct:scorched_drain","#4C3223","4993571"
"tconstruct:scorched_duct","#4C3223","4993571"
"tconstruct:scorched_faucet","#4C3223","4993571"
"tconstruct:scorched_fuel_gauge","#4C3223","4993571"
"tconstruct:scorched_fuel_tank","#4C3223","4993571"
"tconstruct:scorched_glass","#4C3223","4993571"
"tconstruct:scorched_glass_pane","#4C3223","4993571"
"tconstruct:scorched_ingot_gauge","#4C3223","4993571"
"tconstruct:scorched_ingot_tank","#4C3223","4993571"
"tconstruct:scorched_ladder","#4C3223","4993571"
"tconstruct:scorched_lantern","#4C3223","4993571"
"tconstruct:scorched_road","#4C3223","4993571"
"tconstruct:scorched_road_slab","#4C3223","4993571"
"tconstruct:scorched_road_stairs","#4C3223","4993571"
"tconstruct:scorched_soul_glass","#4C3223","4993571"
"tconstruct:scorched_soul_glass_pane","#4C3223","4993571"
"tconstruct:scorched_stone","#4C3223","4993571"
"tconstruct:scorched_stone_fluid","#FF0000","16711680"
"tconstruct:scorched_table","#4C3223","4993571"
"tconstruct:scorched_tinted_glass","#4C3223","4993571"
"tconstruct:seared_basin","#4C4C4C","5000268"
"tconstruct:seared_bricks","#4C4C4C","5000268"
"tconstruct:seared_bricks_slab","#4C4C4C","5000268"
"tconstruct:seared_bricks_stairs","#4C4C4C","5000268"
"tconstruct:seared_bricks_wall","#4C4C4C","5000268"
"tconstruct:seared_channel","#4C4C4C","5000268"
"tconstruct:seared_chute","#4C4C4C","5000268"
"tconstruct:seared_cobble","#4C4C4C","5000268"
"tconstruct:seared_cobble_slab","#4C4C4C","5000268"
"tconstruct:seared_cobble_stairs","#4C4C4C","5000268"
"tconstruct:seared_cobble_wall","#4C4C4C","5000268"
"tconstruct:seared_cracked_bricks","#4C4C4C","5000268"
"tconstruct:seared_drain","#4C4C4C","5000268"
"tconstruct:seared_duct","#4C4C4C","5000268"
"tconstruct:seared_fancy_bricks","#4C4C4C","5000268"
"tconstruct:seared_faucet","#4C4C4C","5000268"
"tconstruct:seared_fuel_gauge","#4C4C4C","5000268"
"tconstruct:seared_fuel_tank","#4C4C4C","5000268"
"tconstruct:seared_glass","#4C4C4C","5000268"
"tconstruct:seared_glass_pane","#4C4C4C","5000268"
"tconstruct:seared_heater","#4C4C4C","5000268"
"tconstruct:seared_ingot_gauge","#4C4C4C","5000268"
"tconstruct:seared_ingot_tank","#4C4C4C","5000268"
"tconstruct:seared_ladder","#4C4C4C","5000268"
"tconstruct:seared_lantern","#4C4C4C","5000268"
"tconstruct:seared_melter","#4C4C4C","5000268"
"tconstruct:seared_paver","#4C4C4C","5000268"
"tconstruct:seared_paver_slab","#4C4C4C","5000268"
"tconstruct:seared_paver_stairs","#4C4C4C","5000268"
"tconstruct:seared_soul_glass","#4C4C4C","5000268"
"tconstruct:seared_soul_glass_pane","#4C4C4C","5000268"
"tconstruct:seared_stone","#4C4C4C","5000268"
"tconstruct:seared_stone_fluid","#FF0000","16711680"
"tconstruct:seared_stone_slab","#4C4C4C","5000268"
"tconstruct:seared_stone_stairs","#4C4C4C","5000268"
"tconstruct:seared_table","#4C4C4C","5000268"
"tconstruct:seared_tinted_glass","#4C4C4C","5000268"
"tconstruct:seared_triangle_bricks","#4C4C4C","5000268"
"tconstruct:silky_jewel_block","#FAEE4D","16445005"
"tconstruct:sky_cake","#000000","0"
"tconstruct:sky_congealed_slime","#5CDBD5","6085589"
"tconstruct:sky_earth_slime_grass","#5CDBD5","6085589"
"tconstruct:sky_ender_slime_grass","#5CDBD5","6085589"
"tconstruct:sky_enderbark_roots","#5CDBD5","6085589"
"tconstruct:sky_ichor_slime_grass","#5CDBD5","6085589"
"tconstruct:sky_sky_slime_grass","#5CDBD5","6085589"
"tconstruct:sky_slime","#5CDBD5","6085589"
"tconstruct:sky_slime_crystal_block","#334CB2","3361970"
"tconstruct:sky_slime_crystal_cluster","#334CB2","3361970"
"tconstruct:sky_slime_dirt","#3A8E8C","3837580"
"tconstruct:sky_slime_fern","#5CDBD5","6085589"
"tconstruct:sky_slime_fluid","#4040FF","4210943"
"tconstruct:sky_slime_leaves","#5CDBD5","6085589"
"tconstruct:sky_slime_sapling","#5CDBD5","6085589"
"tconstruct:sky_slime_tall_grass","#5CDBD5","6085589"
"tconstruct:sky_slime_vine","#5CDBD5","6085589"
"tconstruct:sky_vanilla_slime_grass","#5CDBD5","6085589"
"tconstruct:skyroot_button","#4C7F99","5013401"
"tconstruct:skyroot_door","#4C7F99","5013401"
"tconstruct:skyroot_fence","#4C7F99","5013401"
"tconstruct:skyroot_fence_gate","#4C7F99","5013401"
"tconstruct:skyroot_log","#4C7F99","5013401"
"tconstruct:skyroot_planks","#4C7F99","5013401"
"tconstruct:skyroot_planks_slab","#4C7F99","5013401"
"tconstruct:skyroot_planks_stairs","#4C7F99","5013401"
"tconstruct:skyroot_pressure_plate","#4C7F99","5013401"
"tconstruct:skyroot_sign","#4C7F99","5013401"
"tconstruct:skyroot_trapdoor","#4C7F99","5013401"
"tconstruct:skyroot_wall_sign","#4C7F99","5013401"
"tconstruct:skyroot_wood","#575C5C","5725276"
"tconstruct:slimesteel_block","#14B485","1356933"
"tconstruct:small_earth_slime_crystal_bud","#7FCC19","8375321"
"tconstruct:small_ender_slime_crystal_bud","#7F3FB2","8339378"
"tconstruct:small_ichor_slime_crystal_bud","#D87F33","14188339"
"tconstruct:small_sky_slime_crystal_bud","#334CB2","3361970"
"tconstruct:smeltery_controller","#4C4C4C","5000268"
"tconstruct:soul_glass","#664C33","6704179"
"tconstruct:soul_glass_pane","#664C33","6704179"
"tconstruct:soulsteel_block","#664C33","6704179"
"tconstruct:spider_head","#000000","0"
"tconstruct:spider_wall_head","#000000","0"
"tconstruct:stray_head","#000000","0"
"tconstruct:stray_wall_head","#000000","0"
"tconstruct:stripped_bloodshroom_log","#993333","10040115"
"tconstruct:stripped_bloodshroom_wood","#993333","10040115"
"tconstruct:stripped_enderbark_log","#191919","1644825"
"tconstruct:stripped_enderbark_wood","#191919","1644825"
"tconstruct:stripped_greenheart_log","#7FCC19","8375321"
"tconstruct:stripped_greenheart_wood","#7FCC19","8375321"
"tconstruct:stripped_skyroot_log","#4C7F99","5013401"
"tconstruct:stripped_skyroot_wood","#4C7F99","5013401"
"tconstruct:tinker_station","#8F7748","9402184"
"tconstruct:tinkers_anvil","#A7A7A7","10987431"
"tconstruct:tinkers_chest","#8F7748","9402184"
"tconstruct:venom_fluid","#4040FF","4210943"
"tconstruct:waxed_copper_platform","#D87F33","14188339"
"tconstruct:waxed_exposed_copper_platform","#876B62","8874850"
"tconstruct:waxed_oxidized_copper_platform","#167E86","1474182"
"tconstruct:waxed_weathered_copper_platform","#3A8E8C","3837580"
"tconstruct:weathered_copper_platform","#3A8E8C","3837580"
"tconstruct:white_clear_stained_glass","#FFFFFF","16777215"
"tconstruct:white_clear_stained_glass_pane","#FFFFFF","16777215"
"tconstruct:yellow_clear_stained_glass","#E5E533","15066419"
"tconstruct:yellow_clear_stained_glass_pane","#E5E533","15066419"
"tconstruct:zombified_piglin_head","#000000","0"
"tconstruct:zombified_piglin_wall_head","#000000","0"
"thermal:apatite_block","#706C8A","7367818"
"thermal:apatite_ore","#707070","7368816"
"thermal:apple_block","#993333","10040115"
"thermal:bamboo_block","#007C00","31744"
"thermal:beetroot_block","#8E3C2E","9321518"
"thermal:bitumen_block","#191919","1644825"
"thermal:black_rockwool","#191919","1644825"
"thermal:blue_rockwool","#334CB2","3361970"
"thermal:bronze_block","#A7A7A7","10987431"
"thermal:brown_rockwool","#664C33","6704179"
"thermal:carrot_block","#9F5224","10441252"
"thermal:charcoal_block","#191919","1644825"
"thermal:charge_bench","#A7A7A7","10987431"
"thermal:chiseled_rich_slag","#251610","2430480"
"thermal:chiseled_slag","#251610","2430480"
"thermal:cinnabar_block","#8E3C2E","9321518"
"thermal:cinnabar_ore","#707070","7368816"
"thermal:coal_coke_block","#191919","1644825"
"thermal:constantan_block","#A7A7A7","10987431"
"thermal:cracked_rich_slag_bricks","#251610","2430480"
"thermal:cracked_slag_bricks","#251610","2430480"
"thermal:crude_oil_fluid","#191919","1644825"
"thermal:cured_rubber_block","#251610","2430480"
"thermal:cyan_rockwool","#4C7F99","5013401"
"thermal:deepslate_apatite_ore","#646464","6579300"
"thermal:deepslate_cinnabar_ore","#646464","6579300"
"thermal:deepslate_lead_ore","#646464","6579300"
"thermal:deepslate_nickel_ore","#646464","6579300"
"thermal:deepslate_niter_ore","#646464","6579300"
"thermal:deepslate_ruby_ore","#646464","6579300"
"thermal:deepslate_sapphire_ore","#646464","6579300"
"thermal:deepslate_silver_ore","#646464","6579300"
"thermal:deepslate_sulfur_ore","#646464","6579300"
"thermal:deepslate_tin_ore","#646464","6579300"
"thermal:device_collector","#A7A7A7","10987431"
"thermal:device_composter","#8F7748","9402184"
"thermal:device_fisher","#8F7748","9402184"
"thermal:device_hive_extractor","#8F7748","9402184"
"thermal:device_nullifier","#A7A7A7","10987431"
"thermal:device_potion_diffuser","#A7A7A7","10987431"
"thermal:device_rock_gen","#A7A7A7","10987431"
"thermal:device_soil_infuser","#8F7748","9402184"
"thermal:device_tree_extractor","#8F7748","9402184"
"thermal:device_water_gen","#A7A7A7","10987431"
"thermal:device_xp_condenser","#A7A7A7","10987431"
"thermal:dynamo_compression","#A7A7A7","10987431"
"thermal:dynamo_disenchantment","#A7A7A7","10987431"
"thermal:dynamo_gourmand","#A7A7A7","10987431"
"thermal:dynamo_lapidary","#A7A7A7","10987431"
"thermal:dynamo_magmatic","#A7A7A7","10987431"
"thermal:dynamo_numismatic","#A7A7A7","10987431"
"thermal:dynamo_stirling","#A7A7A7","10987431"
"thermal:earth_tnt","#E5E533","15066419"
"thermal:electrum_block","#A7A7A7","10987431"
"thermal:ender_fluid","#4C7F99","5013401"
"thermal:ender_tnt","#E5E533","15066419"
"thermal:enderium_block","#4C7F99","5013401"
"thermal:enderium_glass","#4C7F99","5013401"
"thermal:energy_cell","#A7A7A7","10987431"
"thermal:energy_cell_frame","#A7A7A7","10987431"
"thermal:energy_duct","#A7A7A7","10987431"
"thermal:fire_tnt","#E5E533","15066419"
"thermal:fluid_cell","#A7A7A7","10987431"
"thermal:fluid_cell_frame","#A7A7A7","10987431"
"thermal:fluid_duct","#A7A7A7","10987431"
"thermal:fluid_duct_windowed","#A7A7A7","10987431"
"thermal:glowstone_tnt","#E5E533","15066419"
"thermal:gray_rockwool","#4C4C4C","5000268"
"thermal:green_rockwool","#667F33","6717235"
"thermal:gunpowder_block","#4C4C4C","5000268"
"thermal:ice_tnt","#E5E533","15066419"
"thermal:invar_block","#A7A7A7","10987431"
"thermal:item_buffer","#A7A7A7","10987431"
"thermal:lead_block","#A7A7A7","10987431"
"thermal:lead_ore","#707070","7368816"
"thermal:light_blue_rockwool","#6699D8","6724056"
"thermal:light_gray_rockwool","#999999","10066329"
"thermal:lightning_tnt","#E5E533","15066419"
"thermal:lime_rockwool","#7FCC19","8375321"
"thermal:lumium_block","#E5E533","15066419"
"thermal:lumium_glass","#E5E533","15066419"
