"Mod name","Registry name","Hardness","Resistance"
"Tinkers' Construct","tconstruct:modifier_worktable",3.50,3.50
"Tinkers' Construct","tconstruct:molten_aluminum_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_amethyst_bronze_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_amethyst_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_brass_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_bronze_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_clay_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_cobalt_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_constantan_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_copper_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_debris_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_diamond_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_electrum_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_emerald_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_ender_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_enderium_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_glass_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_gold_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_hepatizon_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_invar_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_iron_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_knightslime_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_lead_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_lumium_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_manyullyn_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_netherite_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_nickel_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_obsidian_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_osmium_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_pewter_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_pig_iron_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_platinum_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_porcelain_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_quartz_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_queens_slime_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_refined_glowstone_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_refined_obsidian_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_rose_gold_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_signalum_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_silver_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_slimesteel_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_soulsteel_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_steel_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_tin_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_tungsten_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_uranium_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:molten_zinc_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:mushroom_stew_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:nahuatl",25.00,300.00
"Tinkers' Construct","tconstruct:nahuatl_fence",25.00,300.00
"Tinkers' Construct","tconstruct:nahuatl_slab",25.00,300.00
"Tinkers' Construct","tconstruct:nahuatl_stairs",25.00,300.00
"Tinkers' Construct","tconstruct:nether_grout",3.00,3.00
"Tinkers' Construct","tconstruct:obsidian_pane",25.00,400.00
"Tinkers' Construct","tconstruct:orange_clear_stained_glass",0.30,0.30
"Tinkers' Construct","tconstruct:orange_clear_stained_glass_pane",0.30,0.30
"Tinkers' Construct","tconstruct:oxidized_copper_platform",3.00,6.00
"Tinkers' Construct","tconstruct:part_builder",1.00,5.00
"Tinkers' Construct","tconstruct:part_chest",1.00,5.00
"Tinkers' Construct","tconstruct:pig_iron_block",5.00,5.00
"Tinkers' Construct","tconstruct:piglin_brute_head",1.00,1.00
"Tinkers' Construct","tconstruct:piglin_brute_wall_head",1.00,1.00
"Tinkers' Construct","tconstruct:piglin_head",1.00,1.00
"Tinkers' Construct","tconstruct:piglin_wall_head",1.00,1.00
"Tinkers' Construct","tconstruct:pink_clear_stained_glass",0.30,0.30
"Tinkers' Construct","tconstruct:pink_clear_stained_glass_pane",0.30,0.30
"Tinkers' Construct","tconstruct:polished_scorched_stone",2.50,8.00
"Tinkers' Construct","tconstruct:potted_blood_slime_fern",0.00,0.00
"Tinkers' Construct","tconstruct:potted_blood_slime_sapling",0.00,0.00
"Tinkers' Construct","tconstruct:potted_earth_slime_fern",0.00,0.00
"Tinkers' Construct","tconstruct:potted_earth_slime_sapling",0.00,0.00
"Tinkers' Construct","tconstruct:potted_ender_slime_fern",0.00,0.00
"Tinkers' Construct","tconstruct:potted_ender_slime_sapling",0.00,0.00
"Tinkers' Construct","tconstruct:potted_ichor_slime_fern",0.00,0.00
"Tinkers' Construct","tconstruct:potted_ichor_slime_sapling",0.00,0.00
"Tinkers' Construct","tconstruct:potted_sky_slime_fern",0.00,0.00
"Tinkers' Construct","tconstruct:potted_sky_slime_sapling",0.00,0.00
"Tinkers' Construct","tconstruct:punji",3.00,3.00
"Tinkers' Construct","tconstruct:purple_clear_stained_glass",0.30,0.30
"Tinkers' Construct","tconstruct:purple_clear_stained_glass_pane",0.30,0.30
"Tinkers' Construct","tconstruct:queens_slime_block",5.00,5.00
"Tinkers' Construct","tconstruct:rabbit_stew_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:raw_cobalt_block",6.00,7.00
"Tinkers' Construct","tconstruct:red_clear_stained_glass",0.30,0.30
"Tinkers' Construct","tconstruct:red_clear_stained_glass_pane",0.30,0.30
"Tinkers' Construct","tconstruct:rose_gold_block",5.00,5.00
"Tinkers' Construct","tconstruct:scorched_alloyer",9.00,35.00
"Tinkers' Construct","tconstruct:scorched_anvil",5.00,1200.00
"Tinkers' Construct","tconstruct:scorched_basin",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_bricks",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_bricks_fence",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_bricks_slab",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_bricks_stairs",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_channel",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_chute",7.50,24.00
"Tinkers' Construct","tconstruct:scorched_drain",7.50,24.00
"Tinkers' Construct","tconstruct:scorched_duct",7.50,24.00
"Tinkers' Construct","tconstruct:scorched_faucet",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_fuel_gauge",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_fuel_tank",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_glass",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_glass_pane",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_ingot_gauge",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_ingot_tank",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_ladder",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_lantern",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_road",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_road_slab",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_road_stairs",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_soul_glass",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_soul_glass_pane",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_stone",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_stone_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:scorched_table",2.50,8.00
"Tinkers' Construct","tconstruct:scorched_tinted_glass",2.50,8.00
"Tinkers' Construct","tconstruct:seared_basin",3.00,9.00
"Tinkers' Construct","tconstruct:seared_bricks",3.00,9.00
"Tinkers' Construct","tconstruct:seared_bricks_slab",3.00,9.00
"Tinkers' Construct","tconstruct:seared_bricks_stairs",3.00,9.00
"Tinkers' Construct","tconstruct:seared_bricks_wall",3.00,9.00
"Tinkers' Construct","tconstruct:seared_channel",3.00,9.00
"Tinkers' Construct","tconstruct:seared_chute",6.00,18.00
"Tinkers' Construct","tconstruct:seared_cobble",3.00,9.00
"Tinkers' Construct","tconstruct:seared_cobble_slab",3.00,9.00
"Tinkers' Construct","tconstruct:seared_cobble_stairs",3.00,9.00
"Tinkers' Construct","tconstruct:seared_cobble_wall",3.00,9.00
"Tinkers' Construct","tconstruct:seared_cracked_bricks",3.00,9.00
"Tinkers' Construct","tconstruct:seared_drain",6.00,18.00
"Tinkers' Construct","tconstruct:seared_duct",6.00,18.00
"Tinkers' Construct","tconstruct:seared_fancy_bricks",3.00,9.00
"Tinkers' Construct","tconstruct:seared_faucet",3.00,9.00
"Tinkers' Construct","tconstruct:seared_fuel_gauge",3.00,9.00
"Tinkers' Construct","tconstruct:seared_fuel_tank",3.00,9.00
"Tinkers' Construct","tconstruct:seared_glass",3.00,9.00
"Tinkers' Construct","tconstruct:seared_glass_pane",3.00,9.00
"Tinkers' Construct","tconstruct:seared_heater",8.00,28.00
"Tinkers' Construct","tconstruct:seared_ingot_gauge",3.00,9.00
"Tinkers' Construct","tconstruct:seared_ingot_tank",3.00,9.00
"Tinkers' Construct","tconstruct:seared_ladder",3.00,9.00
"Tinkers' Construct","tconstruct:seared_lantern",3.00,9.00
"Tinkers' Construct","tconstruct:seared_melter",8.00,28.00
"Tinkers' Construct","tconstruct:seared_paver",3.00,9.00
"Tinkers' Construct","tconstruct:seared_paver_slab",3.00,9.00
"Tinkers' Construct","tconstruct:seared_paver_stairs",3.00,9.00
"Tinkers' Construct","tconstruct:seared_soul_glass",3.00,9.00
"Tinkers' Construct","tconstruct:seared_soul_glass_pane",3.00,9.00
"Tinkers' Construct","tconstruct:seared_stone",3.00,9.00
"Tinkers' Construct","tconstruct:seared_stone_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:seared_stone_slab",3.00,9.00
"Tinkers' Construct","tconstruct:seared_stone_stairs",3.00,9.00
"Tinkers' Construct","tconstruct:seared_table",3.00,9.00
"Tinkers' Construct","tconstruct:seared_tinted_glass",3.00,9.00
"Tinkers' Construct","tconstruct:seared_triangle_bricks",3.00,9.00
"Tinkers' Construct","tconstruct:silky_jewel_block",5.00,5.00
"Tinkers' Construct","tconstruct:sky_cake",0.50,0.50
"Tinkers' Construct","tconstruct:sky_congealed_slime",0.50,0.50
"Tinkers' Construct","tconstruct:sky_earth_slime_grass",2.00,2.00
"Tinkers' Construct","tconstruct:sky_ender_slime_grass",2.00,2.00
"Tinkers' Construct","tconstruct:sky_enderbark_roots",0.70,0.70
"Tinkers' Construct","tconstruct:sky_ichor_slime_grass",2.00,2.00
"Tinkers' Construct","tconstruct:sky_sky_slime_grass",2.00,2.00
"Tinkers' Construct","tconstruct:sky_slime",0.00,0.00
"Tinkers' Construct","tconstruct:sky_slime_crystal_block",1.50,1.50
"Tinkers' Construct","tconstruct:sky_slime_crystal_cluster",1.50,1.50
"Tinkers' Construct","tconstruct:sky_slime_dirt",1.90,1.90
"Tinkers' Construct","tconstruct:sky_slime_fern",0.00,0.00
"Tinkers' Construct","tconstruct:sky_slime_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:sky_slime_leaves",1.00,1.00
"Tinkers' Construct","tconstruct:sky_slime_sapling",0.00,0.00
"Tinkers' Construct","tconstruct:sky_slime_tall_grass",0.00,0.00
"Tinkers' Construct","tconstruct:sky_slime_vine",0.75,0.75
"Tinkers' Construct","tconstruct:sky_vanilla_slime_grass",2.00,2.00
"Tinkers' Construct","tconstruct:skyroot_button",0.50,0.50
"Tinkers' Construct","tconstruct:skyroot_door",3.00,3.00
"Tinkers' Construct","tconstruct:skyroot_fence",2.00,3.00
"Tinkers' Construct","tconstruct:skyroot_fence_gate",2.00,3.00
"Tinkers' Construct","tconstruct:skyroot_log",2.00,2.00
"Tinkers' Construct","tconstruct:skyroot_planks",2.00,3.00
"Tinkers' Construct","tconstruct:skyroot_planks_slab",2.00,3.00
"Tinkers' Construct","tconstruct:skyroot_planks_stairs",2.00,3.00
"Tinkers' Construct","tconstruct:skyroot_pressure_plate",0.50,0.50
"Tinkers' Construct","tconstruct:skyroot_sign",1.00,1.00
"Tinkers' Construct","tconstruct:skyroot_trapdoor",3.00,3.00
"Tinkers' Construct","tconstruct:skyroot_wall_sign",1.00,1.00
"Tinkers' Construct","tconstruct:skyroot_wood",2.00,2.00
"Tinkers' Construct","tconstruct:slimesteel_block",5.00,5.00
"Tinkers' Construct","tconstruct:small_earth_slime_crystal_bud",1.50,1.50
"Tinkers' Construct","tconstruct:small_ender_slime_crystal_bud",1.50,1.50
"Tinkers' Construct","tconstruct:small_ichor_slime_crystal_bud",1.50,1.50
"Tinkers' Construct","tconstruct:small_sky_slime_crystal_bud",1.50,1.50
"Tinkers' Construct","tconstruct:smeltery_controller",8.00,28.00
"Tinkers' Construct","tconstruct:soul_glass",0.30,0.30
"Tinkers' Construct","tconstruct:soul_glass_pane",0.30,0.30
"Tinkers' Construct","tconstruct:soulsteel_block",5.00,5.00
"Tinkers' Construct","tconstruct:spider_head",1.00,1.00
"Tinkers' Construct","tconstruct:spider_wall_head",1.00,1.00
"Tinkers' Construct","tconstruct:stray_head",1.00,1.00
"Tinkers' Construct","tconstruct:stray_wall_head",1.00,1.00
"Tinkers' Construct","tconstruct:stripped_bloodshroom_log",2.00,2.00
"Tinkers' Construct","tconstruct:stripped_bloodshroom_wood",2.00,2.00
"Tinkers' Construct","tconstruct:stripped_enderbark_log",2.00,2.00
"Tinkers' Construct","tconstruct:stripped_enderbark_wood",2.00,2.00
"Tinkers' Construct","tconstruct:stripped_greenheart_log",2.00,2.00
"Tinkers' Construct","tconstruct:stripped_greenheart_wood",2.00,2.00
"Tinkers' Construct","tconstruct:stripped_skyroot_log",2.00,2.00
"Tinkers' Construct","tconstruct:stripped_skyroot_wood",2.00,2.00
"Tinkers' Construct","tconstruct:tinker_station",1.00,5.00
"Tinkers' Construct","tconstruct:tinkers_anvil",5.00,1200.00
"Tinkers' Construct","tconstruct:tinkers_chest",1.00,5.00
"Tinkers' Construct","tconstruct:venom_fluid",100.00,100.00
"Tinkers' Construct","tconstruct:waxed_copper_platform",3.00,6.00
"Tinkers' Construct","tconstruct:waxed_exposed_copper_platform",3.00,6.00
"Tinkers' Construct","tconstruct:waxed_oxidized_copper_platform",3.00,6.00
"Tinkers' Construct","tconstruct:waxed_weathered_copper_platform",3.00,6.00
"Tinkers' Construct","tconstruct:weathered_copper_platform",3.00,6.00
"Tinkers' Construct","tconstruct:white_clear_stained_glass",0.30,0.30
"Tinkers' Construct","tconstruct:white_clear_stained_glass_pane",0.30,0.30
"Tinkers' Construct","tconstruct:yellow_clear_stained_glass",0.30,0.30
"Tinkers' Construct","tconstruct:yellow_clear_stained_glass_pane",0.30,0.30
"Tinkers' Construct","tconstruct:zombified_piglin_head",1.00,1.00
"Tinkers' Construct","tconstruct:zombified_piglin_wall_head",1.00,1.00
"Unusual End","unusualend:bolok_scale_block",10.00,50.00
"Unusual End","unusualend:chiseled_endstone_builder",3.00,9.50
"Unusual End","unusualend:chiseled_endstone_dragon",3.00,9.50
"Unusual End","unusualend:chiseled_endstone_friendship",3.00,9.50
"Unusual End","unusualend:chiseled_endstone_scared",3.00,9.50
"Unusual End","unusualend:chiseled_endstone_us",3.00,9.50
"Unusual End","unusualend:chiseled_endstone_work",3.00,9.50
"Unusual End","unusualend:chiseled_glass",0.30,0.30
"Unusual End","unusualend:chiseled_glass_pane",0.30,0.30
"Unusual End","unusualend:chiseled_gloopstone_bricks",0.85,5.00
"Unusual End","unusualend:chiseled_gneiss_brick",14.00,15.00
"Unusual End","unusualend:chiseled_polished_purpur_tiles",1.50,6.00
"Unusual End","unusualend:chorus_fungus",0.00,0.00
"Unusual End","unusualend:chorus_nest_fence_gate",2.00,3.00
"Unusual End","unusualend:chorus_nest_mosaic",2.00,3.00
"Unusual End","unusualend:chorus_nest_mosaic_fence",2.00,3.00
"Unusual End","unusualend:chorus_nest_mosaic_slab",2.00,3.00
"Unusual End","unusualend:chorus_nest_mosaic_stairs",2.00,3.00
"Unusual End","unusualend:chorus_nest_planks",2.00,3.00
"Unusual End","unusualend:chorus_nest_planks_door",2.00,3.00
"Unusual End","unusualend:chorus_nest_slab",2.00,3.00
"Unusual End","unusualend:chorus_nest_stairs",3.00,2.00
"Unusual End","unusualend:chorus_nest_trapdoor",2.00,3.00
"Unusual End","unusualend:chorus_petals_block",0.10,1.00
"Unusual End","unusualend:chorus_roots",0.00,0.00
"Unusual End","unusualend:dragon_lamp",0.30,0.30
"Unusual End","unusualend:dragon_lamp_on",0.30,0.30
"Unusual End","unusualend:ender_respawn_altar",3.50,13.00
"Unusual End","unusualend:enderblob_block",0.00,3.00
"Unusual End","unusualend:endermite_egg",1.00,10.00
"Unusual End","unusualend:endermite_moult_block",0.40,5.00
"Unusual End","unusualend:endermite_moult_bricks",0.40,5.00
"Unusual End","unusualend:endstone_sprouts",0.00,0.00
"Unusual End","unusualend:endstone_tiles",3.00,9.50
"Unusual End","unusualend:fading_block",1.00,20.00
"Unusual End","unusualend:fading_block_on",1.00,20.00
"Unusual End","unusualend:firefly_bulb",0.00,1.00
"Unusual End","unusualend:flowering_purpur_grass",0.00,0.00
"Unusual End","unusualend:gloopstone",0.85,5.00
"Unusual End","unusualend:gloopstone_brick_slab",0.85,5.00
"Unusual End","unusualend:gloopstone_brick_stairs",0.85,5.00
"Unusual End","unusualend:gloopstone_brick_wall",0.85,5.00
"Unusual End","unusualend:gloopstone_bricks",0.85,5.00
"Unusual End","unusualend:gloopstone_lamp",0.85,5.00
"Unusual End","unusualend:gloopstone_lamp_on",0.85,5.00
"Unusual End","unusualend:gneiss",15.00,50.00
"Unusual End","unusualend:gneiss_brick_slab",14.00,15.00
"Unusual End","unusualend:gneiss_brick_stairs",14.00,15.00
"Unusual End","unusualend:gneiss_brick_wall",14.00,15.00
"Unusual End","unusualend:gneiss_bricks",14.00,15.00
"Unusual End","unusualend:golem_altar",-1.00,3600000.00
"Unusual End","unusualend:infested_end_stone",1.00,5.00
"Unusual End","unusualend:infused_end_stone_bricks",3.00,9.00
"Unusual End","unusualend:infused_ender_respawn_altar",3.50,13.00
"Unusual End","unusualend:phantom_block",1.00,10.00
"Unusual End","unusualend:phantom_membrane_block",0.20,3.00
"Unusual End","unusualend:polished_gloopstone",0.85,5.00
"Unusual End","unusualend:polished_gloopstone_slab",0.85,5.00
"Unusual End","unusualend:polished_gloopstone_stairs",0.85,5.00
"Unusual End","unusualend:polished_gneiss",14.00,15.00
"Unusual End","unusualend:polished_gneiss_slab",14.00,15.00
"Unusual End","unusualend:polished_gneiss_stairs",14.00,15.00
"Unusual End","unusualend:polished_purpur",1.50,6.00
"Unusual End","unusualend:polished_purpur_brick_slab",1.50,6.00
"Unusual End","unusualend:polished_purpur_brick_stairs",1.50,6.00
"Unusual End","unusualend:polished_purpur_bricks",1.50,6.00
"Unusual End","unusualend:polished_purpur_slab",1.50,6.00
"Unusual End","unusualend:polished_purpur_stairs",1.50,6.00
"Unusual End","unusualend:polished_purpur_tiles",1.50,6.00
"Unusual End","unusualend:polished_purpur_tiles_lantern",1.50,6.00
"Unusual End","unusualend:polished_purpur_tiles_slab",1.50,6.00
"Unusual End","unusualend:polished_purpur_tiles_stairs",1.50,6.00
"Unusual End","unusualend:polished_raw_purpur_brick_wall",1.50,6.00
"Unusual End","unusualend:potted_chorus_fungus",0.00,0.00
"Unusual End","unusualend:purpur_embedded_end_stone",3.00,9.50
"Unusual End","unusualend:purpur_grass",0.00,0.00
"Unusual End","unusualend:purpur_tank",3.00,9.00
"Unusual End","unusualend:raw_purpur_block",1.50,6.00
"Unusual End","unusualend:raw_purpur_block_slab",1.50,6.00
"Unusual End","unusualend:raw_purpur_block_stairs",1.50,6.00
"Unusual End","unusualend:raw_purpur_wall",1.50,6.00
"Unusual End","unusualend:shiny_crystal_block",0.85,5.00
"Unusual End","unusualend:shiny_crystal_bricks",0.85,4.00
"Unusual End","unusualend:shiny_crystal_tiles",0.85,4.00
"Unusual End","unusualend:shiny_gloopstone",0.85,5.00
"Unusual End","unusualend:shulker_shooter",3.00,9.50
"Unusual End","unusualend:stripped_chorus_nest_planks",2.00,3.00
"Unusual End","unusualend:stripped_chorus_nest_slab",2.00,3.00
"Unusual End","unusualend:stripped_chorus_nest_stairs",3.00,2.00
"Unusual End","unusualend:teleportation_anchor",4.00,300.00
"Unusual End","unusualend:warped_end_stone",3.00,9.00
"Unusual End","unusualend:warped_moss",0.20,5.00
"Unusual End","unusualend:weak_end_stone_bricks",1.00,0.50
"Unusual End","unusualend:weak_endermite_egg",1.00,10.00
"Upgrade Aquatic","upgrade_aquatic:acan_coral",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:acan_coral_block",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:acan_coral_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:acan_coral_wall_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:acan_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:acan_coralstone_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:acan_coralstone_stairs",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:acan_coralstone_vertical_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:acan_coralstone_wall",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:beachgrass",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:beachgrass_thatch",0.50,0.50
"Upgrade Aquatic","upgrade_aquatic:beachgrass_thatch_slab",0.50,0.50
"Upgrade Aquatic","upgrade_aquatic:beachgrass_thatch_stairs",0.50,0.50
"Upgrade Aquatic","upgrade_aquatic:beachgrass_thatch_vertical_slab",0.50,0.50
"Upgrade Aquatic","upgrade_aquatic:bedroll",0.20,0.30
"Upgrade Aquatic","upgrade_aquatic:black_bedroll",0.20,0.30
"Upgrade Aquatic","upgrade_aquatic:blue_bedroll",0.20,0.30
"Upgrade Aquatic","upgrade_aquatic:blue_jelly_torch",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:blue_jelly_wall_torch",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:blue_pickerelweed",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:blue_pickerelweed_block",0.50,5.00
"Upgrade Aquatic","upgrade_aquatic:boiled_blue_pickerelweed_block",0.50,5.00
"Upgrade Aquatic","upgrade_aquatic:boiled_purple_pickerelweed_block",0.50,5.00
"Upgrade Aquatic","upgrade_aquatic:brain_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:brain_coralstone_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:brain_coralstone_stairs",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:brain_coralstone_vertical_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:brain_coralstone_wall",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:branch_coral",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:branch_coral_block",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:branch_coral_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:branch_coral_wall_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:branch_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:branch_coralstone_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:branch_coralstone_stairs",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:branch_coralstone_vertical_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:branch_coralstone_wall",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:brown_bedroll",0.20,0.30
"Upgrade Aquatic","upgrade_aquatic:bubble_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:bubble_coralstone_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:bubble_coralstone_stairs",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:bubble_coralstone_vertical_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:bubble_coralstone_wall",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_acan_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_brain_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_branch_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_bubble_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_chrome_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_dead_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_elder_prismarine_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_finger_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_fire_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_horn_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_moss_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_petal_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_pillow_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_prismarine_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_rock_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_scute_shingles",3.00,9.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_silk_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_star_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_tooth_bricks",3.00,9.00
"Upgrade Aquatic","upgrade_aquatic:chiseled_tube_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coral",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coral_block",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coral_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coral_wall_fan",0.00,0.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coralstone_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coralstone_stairs",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coralstone_vertical_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:chrome_coralstone_wall",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:coralstone",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:coralstone_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:coralstone_stairs",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:coralstone_vertical_slab",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:coralstone_wall",1.50,6.00
"Upgrade Aquatic","upgrade_aquatic:cyan_bedroll",0.20,0.30
"Upgrade Aquatic","upgrade_aquatic:dead_acan_coral",0.00,0.00
